run_date,provider,model,variable,forecast_type,target,point_forecast,last_official_period,last_official_value,used_web_search
2026-07-18,jrc,llama-3.3-70b-instruct,us_cpi_yoy,unconditional,2026-07,3.29,2026-06,3.5314,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,us_cpi_yoy,conditional,2026-07,3.42,2026-06,3.5314,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,unconditional,2026-07,2.5,2026-06,2.8,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,us_unrate,conditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,us_gdp_qoq,unconditional,2026-Q2,0.75,2026-Q1,0.5183,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,conditional,2026-07,2.95,2026-06,2.8,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,conditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-18,jrc,llama-3.3-70b-instruct,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-18,jrc,gpt-oss-120b,us_cpi_yoy,conditional,2026-07,3.2,2026-06,3.5314,0.0
2026-07-18,jrc,gpt-oss-120b,ea_hicp_yoy,unconditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-18,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,unconditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-18,jrc,gpt-oss-120b,ea_hicp_yoy,conditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-19,jrc,gpt-oss-120b,us_ip_yoy,conditional,2026-07,1.2,2026-06,1.1441,0.0
2026-07-19,jrc,gpt-oss-120b,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,0.0
2026-07-19,jrc,gpt-oss-120b,ea_gdp_qoq,conditional,2026-Q2,0.15,2026-Q1,-0.0053,0.0
2026-07-19,jrc,gpt-oss-120b,ea_gdp_qoq,unconditional,2026-Q2,-0.04,2026-Q1,-0.0053,0.0
2026-07-19,jrc,gpt-oss-120b,us_gdp_qoq,unconditional,2026-Q2,0.78,2026-Q1,0.5183,0.0
2026-07-19,jrc,gpt-oss-120b,us_unrate,conditional,2026-07,4.15,2026-06,4.2,1.0
2026-07-19,jrc,gpt-oss-120b,us_unrate,unconditional,2026-07,4.15,2026-06,4.2,0.0
2026-07-19,ec,gpt-5.1,us_cpi_yoy,unconditional,2026-07,3.4,2026-06,3.5314,0.0
2026-07-19,jrc,gpt-oss-120b,us_gdp_qoq,conditional,2026-Q2,0.66,2026-Q1,0.5183,0.0
2026-07-19,ec,gpt-5.1,us_cpi_yoy,conditional,2026-07,3.45,2026-06,3.5314,1.0
2026-07-19,ec,gpt-5.1,ea_gdp_qoq,conditional,2026-Q2,0.27,2026-Q1,-0.0053,0.0
2026-07-19,ec,gpt-5.1,ea_hicp_yoy,conditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-19,ec,gpt-5.1,us_unrate,unconditional,2026-07,4.3,2026-06,4.2,0.0
2026-07-19,ec,gpt-5.1,us_unrate,conditional,2026-07,4.3,2026-06,4.2,0.0
2026-07-19,ec,gpt-5.1,us_gdp_qoq,unconditional,2026-Q2,0.65,2026-Q1,0.5183,0.0
2026-07-19,ec,gpt-5.1,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,0.0
2026-07-19,ec,gpt-5.1,ea_gdp_qoq,unconditional,2026-Q2,0.28,2026-Q1,-0.0053,0.0
2026-07-19,ec,gpt-5.1,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,0.0
2026-07-19,ec,gpt-5.1,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-19,jrc,gpt-oss-120b,ea_hicp_yoy,conditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-19,ec,gpt-5.1,ea_hicp_yoy,unconditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-19,jrc,gpt-oss-120b,ea_hicp_yoy,unconditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-19,jrc,llama-3.3-70b-instruct,ea_ip_yoy,conditional,2025-10,0.59,2025-09,1.1846,0.0
2026-07-19,jrc,gpt-oss-120b,us_cpi_yoy,unconditional,2026-07,3.4,2026-06,3.5314,0.0
2026-07-19,jrc,llama-3.3-70b-instruct,ea_unrate,unconditional,2026-06,6.3,2026-05,6.3,0.0
2026-07-19,jrc,gpt-oss-120b,us_cpi_yoy,conditional,2026-07,3.32,2026-06,3.5314,0.0
2026-07-19,jrc,llama-3.3-70b-instruct,ea_unrate,conditional,2026-06,6.3,2026-05,6.3,0.0
2026-07-19,jrc,gpt-oss-120b,ea_unrate,conditional,2026-06,6.31,2026-05,6.3,0.0
2026-07-19,jrc,llama-3.3-70b-instruct,ea_ip_yoy,unconditional,2025-10,0.59,2025-09,1.1846,0.0
2026-07-19,jrc,gpt-oss-120b,ea_ip_yoy,unconditional,2025-10,1.03,2025-09,1.1846,0.0
2026-07-19,jrc,gpt-oss-120b,ea_ip_yoy,conditional,2025-10,0.5,2025-09,1.1846,0.0
2026-07-19,jrc,llama-3.3-70b-instruct,us_cpi_yoy,unconditional,2026-07,3.29,2026-06,3.5314,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,us_cpi_yoy,conditional,2026-07,3.42,2026-06,3.5314,1.0
2026-07-19,jrc,gpt-oss-120b,ea_unrate,unconditional,2026-06,6.33,2026-05,6.3,0.0
2026-07-19,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,conditional,2026-07,2.9,2026-06,2.8,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,unconditional,2026-07,2.5,2026-06,2.8,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,conditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,unconditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,us_gdp_qoq,unconditional,2026-Q2,0.75,2026-Q1,0.5183,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,us_unrate,conditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-19,jrc,llama-3.3-70b-instruct,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,1.0
2026-07-20,jrc,gpt-oss-120b,ea_gdp_qoq,unconditional,2026-Q2,0.15,2026-Q1,-0.0053,0.0
2026-07-20,ec,gpt-5.1,ea_hicp_yoy,unconditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-20,jrc,gpt-oss-120b,ea_gdp_qoq,conditional,2026-Q2,0.08,2026-Q1,-0.0053,0.0
2026-07-20,jrc,gpt-oss-120b,us_ip_yoy,unconditional,2026-07,1.2,2026-06,1.1441,0.0
2026-07-20,jrc,gpt-oss-120b,us_ip_yoy,conditional,2026-07,1.3,2026-06,1.1441,0.0
2026-07-20,ec,gpt-5.1,us_cpi_yoy,unconditional,2026-07,3.4,2026-06,3.5314,0.0
2026-07-20,ec,gpt-5.1,us_cpi_yoy,conditional,2026-07,3.45,2026-06,3.5314,0.0
2026-07-20,ec,gpt-5.1,ea_hicp_yoy,conditional,2026-07,2.9,2026-06,2.8,0.0
2026-07-20,ec,gpt-5.1,ea_gdp_qoq,unconditional,2026-Q2,0.25,2026-Q1,-0.0053,0.0
2026-07-20,ec,gpt-5.1,us_unrate,conditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-20,ec,gpt-5.1,us_gdp_qoq,unconditional,2026-Q2,0.68,2026-Q1,0.5183,0.0
2026-07-20,ec,gpt-5.1,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,0.0
2026-07-20,ec,gpt-5.1,ea_gdp_qoq,conditional,2026-Q2,0.28,2026-Q1,-0.0053,0.0
2026-07-20,ec,gpt-5.1,us_ip_yoy,unconditional,2026-07,1.2,2026-06,1.1441,0.0
2026-07-20,ec,gpt-5.1,us_ip_yoy,conditional,2026-07,1.2,2026-06,1.1441,0.0
2026-07-20,jrc,gpt-oss-120b,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,0.0
2026-07-20,ec,gpt-5.1,us_unrate,unconditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-20,jrc,gpt-oss-120b,us_gdp_qoq,unconditional,2026-Q2,0.44,2026-Q1,0.5183,0.0
2026-07-20,jrc,gpt-oss-120b,us_unrate,unconditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-20,jrc,llama-3.3-70b-instruct,us_cpi_yoy,unconditional,2026-07,3.29,2026-06,3.5314,1.0
2026-07-20,jrc,gpt-oss-120b,us_unrate,conditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-20,jrc,llama-3.3-70b-instruct,us_cpi_yoy,conditional,2026-07,3.67,2026-06,3.5314,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,unconditional,2026-07,2.5,2026-06,2.8,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,conditional,2026-07,2.95,2026-06,2.8,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,us_gdp_qoq,unconditional,2026-Q2,0.75,2026-Q1,0.5183,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,us_unrate,conditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,conditional,2026-Q2,0.2,2026-Q1,-0.0053,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-20,jrc,llama-3.3-70b-instruct,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-20,jrc,gpt-oss-120b,us_cpi_yoy,unconditional,2026-07,3.38,2026-06,3.5314,0.0
2026-07-20,jrc,gpt-oss-120b,us_cpi_yoy,conditional,2026-07,3.6,2026-06,3.5314,0.0
2026-07-20,jrc,gpt-oss-120b,ea_hicp_yoy,unconditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-20,jrc,gpt-oss-120b,ea_hicp_yoy,conditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-20,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,unconditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-21,ec,gpt-5.1,ea_hicp_yoy,unconditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-21,jrc,gpt-oss-120b,ea_gdp_qoq,conditional,2026-Q2,0.12,2026-Q1,-0.0053,0.0
2026-07-21,jrc,gpt-oss-120b,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,0.0
2026-07-21,jrc,gpt-oss-120b,us_ip_yoy,conditional,2026-07,1.25,2026-06,1.1441,0.0
2026-07-21,ec,gpt-5.1,us_cpi_yoy,unconditional,2026-07,3.4,2026-06,3.5314,0.0
2026-07-21,ec,gpt-5.1,us_cpi_yoy,conditional,2026-07,3.4,2026-06,3.5314,0.0
2026-07-21,ec,gpt-5.1,ea_hicp_yoy,conditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-21,ec,gpt-5.1,us_gdp_qoq,conditional,2026-Q2,0.6,2026-Q1,0.5183,0.0
2026-07-21,ec,gpt-5.1,us_unrate,conditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-21,ec,gpt-5.1,us_gdp_qoq,unconditional,2026-Q2,0.6,2026-Q1,0.5183,0.0
2026-07-21,ec,gpt-5.1,ea_gdp_qoq,unconditional,2026-Q2,0.28,2026-Q1,-0.0053,1.0
2026-07-21,ec,gpt-5.1,ea_gdp_qoq,conditional,2026-Q2,0.28,2026-Q1,-0.0053,1.0
2026-07-21,ec,gpt-5.1,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,0.0
2026-07-21,ec,gpt-5.1,us_ip_yoy,conditional,2026-07,1.2,2026-06,1.1441,0.0
2026-07-21,jrc,gpt-oss-120b,ea_gdp_qoq,unconditional,2026-Q2,0.04,2026-Q1,-0.0053,0.0
2026-07-21,ec,gpt-5.1,us_unrate,unconditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-21,jrc,gpt-oss-120b,us_gdp_qoq,conditional,2026-Q2,0.66,2026-Q1,0.5183,0.0
2026-07-21,jrc,gpt-oss-120b,us_gdp_qoq,unconditional,2026-Q2,0.68,2026-Q1,0.5183,0.0
2026-07-21,jrc,llama-3.3-70b-instruct,us_cpi_yoy,conditional,2026-07,3.67,2026-06,3.5314,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,us_cpi_yoy,unconditional,2026-07,3.29,2026-06,3.5314,1.0
2026-07-21,jrc,gpt-oss-120b,us_unrate,conditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-21,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,unconditional,2026-07,2.5,2026-06,2.8,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,conditional,2026-07,2.95,2026-06,2.8,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,us_gdp_qoq,unconditional,2026-Q2,0.75,2026-Q1,0.5183,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,unconditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,us_unrate,conditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-21,jrc,llama-3.3-70b-instruct,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-21,jrc,gpt-oss-120b,us_cpi_yoy,unconditional,2026-07,3.55,2026-06,3.5314,0.0
2026-07-21,jrc,gpt-oss-120b,us_cpi_yoy,conditional,2026-07,3.3,2026-06,3.5314,0.0
2026-07-21,jrc,gpt-oss-120b,ea_hicp_yoy,unconditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-21,jrc,gpt-oss-120b,ea_hicp_yoy,conditional,2026-07,2.9,2026-06,2.8,0.0
2026-07-21,jrc,gpt-oss-120b,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,0.0
2026-07-21,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,conditional,2026-Q2,0.2,2026-Q1,-0.0053,1.0
2026-07-22,ec,gpt-5.1,ea_hicp_yoy,unconditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-22,jrc,gpt-oss-120b,ea_gdp_qoq,unconditional,2026-Q2,0.09,2026-Q1,-0.0053,0.0
2026-07-22,jrc,gpt-oss-120b,ea_gdp_qoq,conditional,2026-Q2,0.08,2026-Q1,-0.0053,0.0
2026-07-22,jrc,gpt-oss-120b,us_ip_yoy,unconditional,2026-07,1.22,2026-06,1.1441,0.0
2026-07-22,jrc,gpt-oss-120b,us_ip_yoy,conditional,2026-07,1.22,2026-06,1.1441,0.0
2026-07-22,ec,gpt-5.1,us_cpi_yoy,unconditional,2026-07,3.45,2026-06,3.5314,0.0
2026-07-22,ec,gpt-5.1,us_cpi_yoy,conditional,2026-07,3.68,2026-06,3.5314,0.0
2026-07-22,ec,gpt-5.1,ea_hicp_yoy,conditional,2026-07,3.0,2026-06,2.8,0.0
2026-07-22,jrc,gpt-oss-120b,us_gdp_qoq,conditional,2026-Q2,0.45,2026-Q1,0.5183,0.0
2026-07-22,ec,gpt-5.1,us_unrate,conditional,2026-07,4.3,2026-06,4.2,0.0
2026-07-22,ec,gpt-5.1,us_gdp_qoq,unconditional,2026-Q2,0.6,2026-Q1,0.5183,1.0
2026-07-22,ec,gpt-5.1,us_gdp_qoq,conditional,2026-Q2,0.6,2026-Q1,0.5183,0.0
2026-07-22,ec,gpt-5.1,ea_gdp_qoq,unconditional,2026-Q2,0.32,2026-Q1,-0.0053,0.0
2026-07-22,ec,gpt-5.1,ea_gdp_qoq,conditional,2026-Q2,0.28,2026-Q1,-0.0053,1.0
2026-07-22,ec,gpt-5.1,us_ip_yoy,unconditional,2026-07,1.3,2026-06,1.1441,0.0
2026-07-22,ec,gpt-5.1,us_ip_yoy,conditional,2026-07,1.2,2026-06,1.1441,0.0
2026-07-22,ec,gpt-5.1,us_unrate,unconditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-22,jrc,gpt-oss-120b,us_gdp_qoq,unconditional,2026-Q2,0.68,2026-Q1,0.5183,0.0
2026-07-22,jrc,llama-3.3-70b-instruct,us_cpi_yoy,unconditional,2026-07,3.29,2026-06,3.5314,1.0
2026-07-22,jrc,gpt-oss-120b,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,0.0
2026-07-22,jrc,llama-3.3-70b-instruct,us_cpi_yoy,conditional,2026-07,3.8,2026-06,3.5314,1.0
2026-07-22,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,unconditional,2026-07,2.5,2026-06,2.8,1.0
2026-07-22,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,conditional,2026-07,3.1,2026-06,2.8,1.0
2026-07-22,jrc,gpt-oss-120b,us_unrate,conditional,2026-07,4.15,2026-06,4.2,0.0
2026-07-22,jrc,llama-3.3-70b-instruct,us_unrate,conditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-22,jrc,llama-3.3-70b-instruct,us_gdp_qoq,unconditional,2026-Q2,0.75,2026-Q1,0.5183,1.0
2026-07-22,jrc,llama-3.3-70b-instruct,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,1.0
2026-07-22,jrc,llama-3.3-70b-instruct,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-22,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,conditional,2026-Q2,0.2,2026-Q1,-0.0053,1.0
2026-07-22,jrc,llama-3.3-70b-instruct,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-22,jrc,llama-3.3-70b-instruct,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-22,jrc,gpt-oss-120b,us_cpi_yoy,unconditional,2026-07,3.3,2026-06,3.5314,0.0
2026-07-22,jrc,gpt-oss-120b,us_cpi_yoy,conditional,2026-07,3.65,2026-06,3.5314,0.0
2026-07-22,jrc,gpt-oss-120b,ea_hicp_yoy,unconditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-22,jrc,gpt-oss-120b,ea_hicp_yoy,conditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-22,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,unconditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-23,ec,gpt-5.1,us_cpi_yoy,conditional,2026-07,3.72,2026-06,3.5314,0.0
2026-07-23,jrc,gpt-oss-120b,ea_gdp_qoq,unconditional,2026-Q2,0.05,2026-Q1,-0.0053,0.0
2026-07-23,jrc,gpt-oss-120b,ea_gdp_qoq,conditional,2026-Q2,0.15,2026-Q1,-0.0053,0.0
2026-07-23,jrc,gpt-oss-120b,us_ip_yoy,unconditional,2026-07,1.3,2026-06,1.1441,0.0
2026-07-23,ec,gpt-5.1,us_ip_yoy,conditional,2026-07,1.3,2026-06,1.1441,0.0
2026-07-23,jrc,gpt-oss-120b,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,0.0
2026-07-23,ec,gpt-5.1,us_cpi_yoy,unconditional,2026-07,3.4,2026-06,3.5314,0.0
2026-07-23,ec,gpt-5.1,ea_hicp_yoy,unconditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-23,jrc,gpt-oss-120b,us_gdp_qoq,conditional,2026-Q2,0.78,2026-Q1,0.5183,0.0
2026-07-23,ec,gpt-5.1,us_unrate,unconditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-23,ec,gpt-5.1,us_unrate,conditional,2026-07,4.3,2026-06,4.2,0.0
2026-07-23,ec,gpt-5.1,us_gdp_qoq,unconditional,2026-Q2,0.68,2026-Q1,0.5183,0.0
2026-07-23,ec,gpt-5.1,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,1.0
2026-07-23,ec,gpt-5.1,ea_gdp_qoq,unconditional,2026-Q2,0.28,2026-Q1,-0.0053,0.0
2026-07-23,ec,gpt-5.1,ea_gdp_qoq,conditional,2026-Q2,0.32,2026-Q1,-0.0053,0.0
2026-07-23,ec,gpt-5.1,us_ip_yoy,unconditional,2026-07,1.2,2026-06,1.1441,0.0
2026-07-23,ec,gpt-5.1,ea_hicp_yoy,conditional,2026-07,3.0,2026-06,2.8,0.0
2026-07-23,jrc,gpt-oss-120b,us_gdp_qoq,unconditional,2026-Q2,0.68,2026-Q1,0.5183,0.0
2026-07-23,jrc,gpt-oss-120b,us_cpi_yoy,unconditional,2026-07,3.48,2026-06,3.5314,0.0
2026-07-23,jrc,gpt-oss-120b,us_unrate,unconditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-23,jrc,llama-3.3-70b-instruct,us_cpi_yoy,unconditional,2026-07,3.29,2026-06,3.5314,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,us_cpi_yoy,conditional,2026-07,3.8,2026-06,3.5314,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,unconditional,2026-07,2.5,2026-06,2.8,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,conditional,2026-07,2.95,2026-06,2.8,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,us_unrate,conditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,us_gdp_qoq,unconditional,2026-Q2,0.75,2026-Q1,0.5183,1.0
2026-07-23,jrc,gpt-oss-120b,us_unrate,conditional,2026-07,4.15,2026-06,4.2,0.0
2026-07-23,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,unconditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,conditional,2026-Q2,0.2,2026-Q1,-0.0053,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-23,jrc,llama-3.3-70b-instruct,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-23,jrc,gpt-oss-120b,us_cpi_yoy,conditional,2026-07,3.7,2026-06,3.5314,0.0
2026-07-23,jrc,gpt-oss-120b,ea_hicp_yoy,unconditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-23,jrc,gpt-oss-120b,ea_hicp_yoy,conditional,2026-07,2.7,2026-06,2.8,0.0
2026-07-23,jrc,llama-3.3-70b-instruct,us_gdp_qoq,conditional,2026-Q2,0.65,2026-Q1,0.5183,1.0
2026-07-24,jrc,gpt-oss-120b,us_gdp_qoq,conditional,2026-Q2,0.58,2026-Q1,0.5183,0.0
2026-07-24,jrc,gpt-oss-120b,ea_gdp_qoq,unconditional,2026-Q2,-0.02,2026-Q1,-0.0053,0.0
2026-07-24,jrc,gpt-oss-120b,us_ip_yoy,unconditional,2026-07,1.32,2026-06,1.1441,0.0
2026-07-24,jrc,gpt-oss-120b,us_ip_yoy,conditional,2026-07,1.22,2026-06,1.1441,0.0
2026-07-24,ec,gpt-5.1,us_cpi_yoy,unconditional,2026-07,3.38,2026-06,3.5314,1.0
2026-07-24,ec,gpt-5.1,us_cpi_yoy,conditional,2026-07,3.65,2026-06,3.5314,1.0
2026-07-24,ec,gpt-5.1,ea_hicp_yoy,unconditional,2026-07,2.7,2026-06,2.8,1.0
2026-07-24,ec,gpt-5.1,ea_gdp_qoq,unconditional,2026-Q2,0.28,2026-Q1,-0.0053,0.0
2026-07-24,ec,gpt-5.1,us_unrate,unconditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-24,ec,gpt-5.1,us_unrate,conditional,2026-07,4.3,2026-06,4.2,0.0
2026-07-24,jrc,gpt-oss-120b,us_gdp_qoq,unconditional,2026-Q2,0.73,2026-Q1,0.5183,0.0
2026-07-24,ec,gpt-5.1,ea_gdp_qoq,conditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-24,ec,gpt-5.1,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,0.0
2026-07-24,ec,gpt-5.1,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-24,ec,gpt-5.1,ea_hicp_yoy,conditional,2026-07,2.9,2026-06,2.8,0.0
2026-07-24,jrc,gpt-oss-120b,us_unrate,conditional,2026-07,4.25,2026-06,4.2,0.0
2026-07-24,jrc,gpt-oss-120b,ea_gdp_qoq,conditional,2026-Q2,0.12,2026-Q1,-0.0053,0.0
2026-07-24,jrc,gpt-oss-120b,ea_hicp_yoy,conditional,2026-07,2.6,2026-06,2.8,0.0
2026-07-24,jrc,gpt-oss-120b,us_unrate,unconditional,2026-07,4.2,2026-06,4.2,0.0
2026-07-24,jrc,llama-3.3-70b-instruct,us_cpi_yoy,unconditional,2026-07,3.29,2026-06,3.5314,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,us_cpi_yoy,conditional,2026-07,3.67,2026-06,3.5314,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,unconditional,2026-07,2.5,2026-06,2.8,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,ea_hicp_yoy,conditional,2026-07,2.95,2026-06,2.8,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,us_unrate,conditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,us_gdp_qoq,unconditional,2026-Q2,0.75,2026-Q1,0.5183,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,us_unrate,unconditional,2026-07,4.25,2026-06,4.2,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,unconditional,2026-Q2,0.25,2026-Q1,-0.0053,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,ea_gdp_qoq,conditional,2026-Q2,0.2,2026-Q1,-0.0053,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,us_ip_yoy,unconditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-24,jrc,llama-3.3-70b-instruct,us_ip_yoy,conditional,2026-07,1.05,2026-06,1.1441,1.0
2026-07-24,jrc,gpt-oss-120b,us_cpi_yoy,conditional,2026-07,3.7,2026-06,3.5314,0.0
